,Poker_group_id,value,revenuedate
0,GOP2,1568.6389,2020-05-01 00:00:00+00:00
1,GOP2,1593.3592,2020-05-02 00:00:00+00:00
2,GOP2,1021.9335,2020-05-03 00:00:00+00:00
3,GOP2,1117.1409,2020-05-04 00:00:00+00:00
4,GOP2,1290.0335,2020-05-05 00:00:00+00:00
5,GOP2,1069.7227,2020-05-06 00:00:00+00:00
6,GOP2,1065.5842,2020-05-07 00:00:00+00:00
7,GOP2,1210.7088,2020-05-08 00:00:00+00:00
8,GOP2,917.1102,2020-05-09 00:00:00+00:00
9,GOP2,1202.936,2020-05-10 00:00:00+00:00
10,GOP2,1206.077,2020-05-11 00:00:00+00:00
11,GOP2,1093.1777,2020-05-12 00:00:00+00:00
12,GOP2,1059.4472,2020-05-13 00:00:00+00:00
13,GOP2,1360.6563,2020-05-14 00:00:00+00:00
14,GOP2,1025.7382,2020-05-15 00:00:00+00:00
15,GOP2,1077.3937,2020-05-16 00:00:00+00:00
16,GOP2,1351.2124,2020-05-17 00:00:00+00:00
17,GOP2,1190.4589,2020-05-18 00:00:00+00:00
18,GOP2,965.123,2020-05-19 00:00:00+00:00
19,GOP2,1282.7316,2020-05-20 00:00:00+00:00
20,GOP2,1055.3469,2020-05-21 00:00:00+00:00
21,GOP2,1050.5489,2020-05-22 00:00:00+00:00
22,GOP2,1338.3299,2020-05-23 00:00:00+00:00
23,GOP2,1026.6373,2020-05-24 00:00:00+00:00
24,GOP2,959.087,2020-05-25 00:00:00+00:00
25,GOP2,891.1255,2020-05-26 00:00:00+00:00
26,GOP2,959.004,2020-05-27 00:00:00+00:00
27,GOP2,1214.1357,2020-05-28 00:00:00+00:00
28,GOP2,1069.6571,2020-05-29 00:00:00+00:00
29,GOP2,817.1867,2020-08-14 00:00:00+00:00
30,GOP2,1026.2524,2020-08-15 00:00:00+00:00
31,GOP2,984.7673,2020-08-16 00:00:00+00:00
32,GOP2,815.6629,2020-08-17 00:00:00+00:00
33,GOP2,965.0251,2020-08-18 00:00:00+00:00
34,GOP2,743.3795,2020-08-19 00:00:00+00:00
35,GOP2,760.08,2020-08-20 00:00:00+00:00
36,GOP2,1004.5705,2020-08-21 00:00:00+00:00
37,GOP2,700.9964,2020-08-22 00:00:00+00:00
38,GOP2,973.5875,2020-08-23 00:00:00+00:00
39,GOP2,861.1023,2020-08-24 00:00:00+00:00
40,GOP2,760.1134,2020-08-25 00:00:00+00:00
41,GOP2,702.1627,2020-08-26 00:00:00+00:00
42,GOP2,822.2734,2020-08-27 00:00:00+00:00
43,GOP2,762.9906,2020-08-28 00:00:00+00:00
44,GOP2,826.9255,2020-08-29 00:00:00+00:00
45,GOP2,860.087,2020-09-08 00:00:00+00:00
46,GOP2,758.606,2020-09-09 00:00:00+00:00
47,GOP2,757.1804,2020-09-10 00:00:00+00:00
48,GOP2,821.2508,2020-09-11 00:00:00+00:00
49,GOP2,630.8413,2020-09-12 00:00:00+00:00
50,GOP2,661.9602,2020-09-13 00:00:00+00:00
51,GOP2,746.7528,2020-09-14 00:00:00+00:00
52,GOP2,644.8806,2020-09-15 00:00:00+00:00
53,GOP2,773.442,2020-09-16 00:00:00+00:00
54,GOP2,855.2253,2020-09-17 00:00:00+00:00
55,GOP2,639.6909,2020-09-18 00:00:00+00:00
56,GOP2,658.7853,2020-09-19 00:00:00+00:00
57,GOP2,670.6304,2020-09-20 00:00:00+00:00
58,GOP2,1289.5373,2020-05-30 00:00:00+00:00
59,GOP2,1036.738,2020-05-31 00:00:00+00:00
60,GOP2,1189.1094,2020-06-01 00:00:00+00:00
61,GOP2,1152.2594,2020-06-02 00:00:00+00:00
62,GOP2,926.2097,2020-06-03 00:00:00+00:00
63,GOP2,1025.0901,2020-06-04 00:00:00+00:00
64,GOP2,976.1308,2020-06-05 00:00:00+00:00
65,GOP2,1083.2579,2020-06-06 00:00:00+00:00
66,GOP2,1387.9148,2020-06-07 00:00:00+00:00
67,GOP2,893.7491,2020-06-08 00:00:00+00:00
68,GOP2,909.4015,2020-06-09 00:00:00+00:00
69,GOP2,950.8406,2020-06-10 00:00:00+00:00
70,GOP2,1307.8297,2020-06-11 00:00:00+00:00
71,GOP2,1272.8229,2020-06-12 00:00:00+00:00
72,GOP2,971.1309,2020-06-13 00:00:00+00:00
73,GOP2,894.6739,2020-06-14 00:00:00+00:00
74,GOP2,1001.9908,2020-06-15 00:00:00+00:00
75,GOP2,1168.4865,2020-06-16 00:00:00+00:00
76,GOP2,928.6872,2020-06-17 00:00:00+00:00
77,GOP2,881.091,2020-06-18 00:00:00+00:00
78,GOP2,949.2229,2020-06-19 00:00:00+00:00
79,GOP2,938.752,2020-06-20 00:00:00+00:00
80,GOP2,894.4839,2020-06-21 00:00:00+00:00
81,GOP2,952.1417,2020-06-22 00:00:00+00:00
82,GOP2,905.1804,2020-06-23 00:00:00+00:00
83,GOP2,888.5251,2020-06-24 00:00:00+00:00
84,GOP2,1042.0298,2020-06-25 00:00:00+00:00
85,GOP2,830.1444,2020-06-26 00:00:00+00:00
86,GOP2,788.0191,2020-06-27 00:00:00+00:00
87,GOP2,1084.7293,2020-06-28 00:00:00+00:00
88,GOP2,855.3856,2020-06-29 00:00:00+00:00
89,GOP2,824.8133,2020-06-30 00:00:00+00:00
90,GOP2,1015.9228,2020-07-01 00:00:00+00:00
91,GOP2,946.8559,2020-07-02 00:00:00+00:00
92,GOP2,925.0365,2020-07-03 00:00:00+00:00
93,GOP2,1118.9997,2020-07-04 00:00:00+00:00
94,GOP2,875.1096,2020-07-05 00:00:00+00:00
95,GOP2,843.2185,2020-07-06 00:00:00+00:00
96,GOP2,1352.471,2020-07-07 00:00:00+00:00
97,GOP2,1073.1198,2020-07-08 00:00:00+00:00
