revenuedate,totalrevenue
2021-09-26 00:00:00.000000,17262.0001
2021-09-27 00:00:00.000000,7756.7776
2021-09-28 00:00:00.000000,15528.1433
2021-09-29 00:00:00.000000,13038.4174
2021-09-30 00:00:00.000000,12654.5961
2021-10-01 00:00:00.000000,13014.8489
2021-10-02 00:00:00.000000,8286.0123
2021-10-03 00:00:00.000000,1716.5863
2021-10-04 00:00:00.000000,2301.6136
2021-10-05 00:00:00.000000,1862.7895
2021-10-06 00:00:00.000000,2249.5759
2021-10-07 00:00:00.000000,2164.9485
2021-10-08 00:00:00.000000,10194.7703
2021-10-09 00:00:00.000000,5786.5665
2021-10-10 00:00:00.000000,4993.4742
2021-10-11 00:00:00.000000,1159.6871
2021-10-12 00:00:00.000000,5699.65
2021-10-13 00:00:00.000000,20000.66
2021-10-14 00:00:00.000000,15000.67
